date,event_type,title,link,is_pre_announced,announcement_date,honing_mat_supply,honing_mat_demand,gem_supply,gem_demand,engraving_supply,card_supply,gold_inflation,gold_sink,content_difficulty,package_volume,package_category,trajectory_pattern,target_items,confidence_score,mechanisms_applied
2026-01-07,Official Notice,1월 7일(수) 업데이트 내역 안내 (내용 추가),https://lostark.game.onstove.com/News/Notice/Views/13339,True,2026-01-05,2.0,9.0,1.0,4.0,1.0,1.0,3.0,7.0,9.0,0.0,,raid_update,,9.0,"Succession Mechanism (Gear Transfer for new T4 upper ancient gear '운명의 전율'), Raid Difficulty & Clear Time Mechanism (Extreme Difficulty: Normal/Hard/Nightmare with high ilvl reqs 1710-1740)."
2026-01-07,Official Notice,1월 7일(수) 신규 상품 및 확률 안내,https://lostark.game.onstove.com/News/Notice/Views/13338,False,2026-01-07,9.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,8.0,"한정 패키지, 카드 플러스 패키지",economy_shock,,10.0,"아제나의 축복 확장을 통해 연마 재료, 융합 재료, 카드 팩, 골드를 직접 공급하는 상점/패키지 출시."
2026-01-07,Official Notice,&lt;7주년 기념 PC방 파티 타임&gt; 이벤트 당첨자를 발표합니다!,https://lostark.game.onstove.com/News/Notice/Views/13340,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"General Principles: In-Game Events are Short-Term. G. HIDDEN TRIGGERS: Official Notice announcing event prizes (경품), but no explicit in-game item distribution like honing mats, gems, or gold; physical prizes only."
2026-01-06,Official Notice,1월 7일(수) 정기 점검 안내,https://lostark.game.onstove.com/News/Notice/Views/13336,True,2026-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙: 공격대, 계승 또는 콘텐츠 업데이트가 없습니다. 서비스 안정화를 위한 표준점검입니다."
2025-12-31,Official Notice,12월 31일(수) 업데이트 내역 안내(내용 추가),https://lostark.game.onstove.com/News/Notice/Views/13333,False,2025-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙: 게임 내 이벤트는 단기적입니다. G. 숨겨진 트리거: 이벤트 보상(퀘스트 완료 아이템, 이벤트 상점 화장품)에 대한 공식 공지입니다. 습격, 계승, 급행은 언급되지 않았습니다."
2025-12-31,Official Notice,12월 31일(수) 신규 상품 및 확률 안내,https://lostark.game.onstove.com/News/Notice/Views/13332,True,2025-12-31,7.0,0.0,8.0,0.0,7.0,9.0,8.0,0.0,0.0,8.0,새해 특별 상점,economy_shock,,10.0,"보석, 카드, 판화, 금 및 연마 보조 장치를 직접 공급할 수 있는 무료 및 유료 파우치가 포함된 쇼핑/패키지 출시입니다."
2025-12-31,Official Notice,아크라시아에 떠오르는 해! 일리오스 섬 등장!,https://lostark.game.onstove.com/News/Notice/Views/13334,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,5.0,Mock_Rule_Based
2025-12-31,Official Notice,2026년 1월 2일(금) 로스트아크 1부 완결 기념 라이브 방송 사전 안내,https://lostark.game.onstove.com/News/Notice/Views/13335,True,2026-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙: 습격, 승계 또는 공급/수요 유발 요인은 언급되지 않습니다. 경제적인 내용이 전혀 없는 순수 생방송 발표."
2025-12-30,Official Notice,12월 31일(수) 정기 점검 안내,https://lostark.game.onstove.com/News/Notice/Views/13330,True,2025-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙: 콘텐츠, 레이드, 이벤트, 공급, 수요 또는 시스템 변경이 언급되지 않은 정기 점검입니다."
2025-12-26,Official Notice,불량 이용자 조치내역 안내,https://lostark.game.onstove.com/News/Notice/Views/13329,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,없음. 이것은 경제적 요인이 없는 금지 목록 발표입니다.
2025-12-25,Official Notice,12월 25일(목) 로스트아크 임시 점검 완료 안내,https://lostark.game.onstove.com/News/Notice/Views/13328,False,2025-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙: 버그 수정 패치. 습격, 계승, 이벤트 또는 보급품 트리거가 없습니다. 숨겨진 트리거: 긴급 유지보수 수정에 대한 공식 공지; 보상, 물품 발송 또는 복구에 대한 언급은 없습니다."
2025-12-24,Official Notice,로스트아크 서비스 이용약관 및 정책 개정사항 안내 (시행 2026.01.01),https://lostark.game.onstove.com/News/Notice/Views/13325,True,2025-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"없음. 게임 콘텐츠, 아이템, 레이드, 경제적 요인 없이 관리 서비스 약관을 업데이트합니다."
2025-12-24,Official Notice,크리스마스 &amp; 신년 핫타임 이벤트 안내(내용 추가),https://lostark.game.onstove.com/News/Notice/Views/13323,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,5.0,Mock_Rule_Based
2025-12-24,Official Notice,로스트아크 개인정보처리방침 변경 안내 (시행 2025.12.31),https://lostark.game.onstove.com/News/Notice/Views/13324,True,2025-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,없음. 경제적 요인이 없는 일반 업데이트입니다.
2025-12-24,Official Notice,누군가 보낸 크리스마스 카드 이벤트 안내,https://lostark.game.onstove.com/News/Notice/Views/13322,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,5.0,Mock_Rule_Based
2025-12-24,Official Notice,12월 24일(수) 업데이트 내역 안내,https://lostark.game.onstove.com/News/Notice/Views/13326,False,2025-12-24,3.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,,general_update,,9.0,일반 원칙: 레이드/장비 연속 또는 명시적 트리거 없이 스토리 에피소드 추가 및 이벤트. 숨겨진 트리거: 보상을 제공하는 일일 퀘스트가 포함된 크리스마스 이벤트(소량 공급).
2025-12-24,Official Notice,12월 25일(목) 로스트아크 임시 점검 안내,https://lostark.game.onstove.com/News/Notice/Views/13327,True,2025-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙: 버그 수정 패치. 습격, 계승, 이벤트 또는 공급/수요 트리거가 없습니다. 숨겨진 트리거: 보상, 아이템 발송 또는 복구 언급이 없는 공식 공지입니다."
2025-12-23,Official Notice,12월 24일(수) 정기 점검 안내,https://lostark.game.onstove.com/News/Notice/Views/13320,True,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙: 콘텐츠, 레이드, 이벤트, 아이템에 대한 언급이 없는 정기 점검입니다."
2025-12-17,Official Notice,12월 17일(수) 업데이트 내역 안내,https://lostark.game.onstove.com/News/Notice/Views/13318,False,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,Bug_Fix_Compensation,general_update,,4.0,일반_업데이트 + 버그_수정 + 보상_감지
2025-12-17,Official Notice,12월 17일(수) 신규 상품 및 확률 안내,https://lostark.game.onstove.com/News/Notice/Views/13316,False,2025-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,"아바타, 탈것, 펫",economy_shock,,10.0,"일반 원칙: 매장 출시(economy_shock). 레이드, 전승, 연마매트, 보석, 책, 카드, 골드가 직접 제공되지 않습니다. 화장품 패키지만 가능합니다."
2025-12-17,Official Notice,12월 17일(수) 클라이언트 패치 안내,https://lostark.game.onstove.com/News/Notice/Views/13319,False,2025-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙: 버그 수정/소형 패치. 습격, 계승, 이벤트 또는 공급/수요 트리거가 없습니다."
2025-12-17,Official Notice,&#39;7주년 특별 경품 응모샵 이벤트&#39;의 당첨자를 발표합니다!,https://lostark.game.onstove.com/News/Notice/Views/13317,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙: 습격, 계승, 연마/보석 수요가 유발되지 않습니다. G. 숨겨진 트리거: 실제 상품(게임 내 아이템 없음)을 발표하는 공식 공지입니다."
2025-12-16,Official Notice,12월 17일(수) 정기 점검 안내,https://lostark.game.onstove.com/News/Notice/Views/13314,True,2025-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙: 새로운 콘텐츠, 레이드, 계승, 이벤트 또는 공급/수요 유발 요인은 언급되지 않습니다."
2025-12-12,Official Notice,12월 12일(금) 로스트아크 임시 점검 완료 안내,https://lostark.game.onstove.com/News/Notice/Views/13313,False,2025-12-12,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,economy_shock,,9.0,HIDDEN TRIGGERS(버그 수정 및 악용에 대한 보상) 환급에서 호닝 재료 공급.
2025-12-11,Official Notice,12월 12일(금) 로스트아크 임시 점검 안내,https://lostark.game.onstove.com/News/Notice/Views/13312,True,2025-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,9.0,General_Update(버그 수정 패치) - 경제 메커니즘이 실행되지 않습니다. 핫픽스는 공급/수요에 영향을 주지 않고 게임 버그를 해결합니다.
2025-12-11,Official Notice,불량 이용자 조치내역 안내,https://lostark.game.onstove.com/News/Notice/Views/13311,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,없음 - 이는 경제적 업데이트가 아닌 조정/시행 통지입니다.
2025-12-11,Official Notice,12월 11일(목) 로스트아크 임시 점검 완료 안내,https://lostark.game.onstove.com/News/Notice/Views/13310,False,2025-12-11,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,9.0,"일반 원칙: 버그 수정 및 사소한 시스템 변경(레이드 없음, 연속 없음, 새 콘텐츠 없음) Hidden Triggers: 연마 비용 보상 및 착취된 아이템 복구."
2025-12-10,Official Notice,12월 10일(수) 신규 상품 및 확률 안내 (내용 수정),https://lostark.game.onstove.com/News/Notice/Views/13306,True,2025-12-10,0.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,New Class Avatar & Ark Pass,economy_shock,,9.0,Shop/Package release (economy_shock). New class Guardian Knight (가디언나이트) specific avatar packages and Ark Pass with gem-related rewards.
2025-12-10,Official Notice,12월 10일(수) 업데이트 내역 안내 (내용 추가),https://lostark.game.onstove.com/News/Notice/Views/13307,True,2025-12-10,7.0,8.0,3.0,9.0,4.0,2.0,4.0,6.0,6.0,8.0,New Class Launch + Growth System Restructure + Single Mode Expansion,raid_update,,8.0,신규 클래스 출시(젬/액세서리 수요 급증) + 성장 시스템 개편(호닝 재료 공급 전환) + 싱글 모드 콘텐츠(골드싱크 조정)
2025-12-10,Official Notice,12월 10일(수) 클라이언트 패치 안내,https://lostark.game.onstove.com/News/Notice/Views/13308,False,2025-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,일반 원칙: 경제적 요인이 없는 버그 수정 패치입니다.
2025-12-10,Official Notice,12월 11일(목) 로스트아크 임시 점검 안내,https://lostark.game.onstove.com/News/Notice/Views/13309,False,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,general_update,,9.0,"일반 업데이트(버그 수정 및 미션 조정) 새로운 레이드 콘텐츠도 없고, 보상 아이템 배포도 없고, 경제 충격도 없습니다. Mokoko Challenge Express 임무 조정은 진행 속도에 영향을 주지만 재료 공급/수요에는 직접적인 영향을 미치지 않습니다."
2025-12-09,Official Notice,12월 10일(수) 정기 점검 안내,https://lostark.game.onstove.com/News/Notice/Views/13304,True,2025-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙: 새로운 콘텐츠, 레이드, 이벤트 또는 공급/수요 트리거가 없습니다. 정기적인 유지보수만 가능합니다."
2025-12-03,Official Notice,12월 3일(수) 업데이트 내역 안내(내용 추가),https://lostark.game.onstove.com/News/Notice/Views/13303,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,T4_Honing_Packages_Rotation_End,general_update,,8.0,"일반_업데이트 + 이벤트_해지 + 상점_로테이션. 새로운 레이드 콘텐츠, 장비 계승 발동 없음, 보상 아이템 배포 없음. 주로 버그 수정 및 이벤트 정리입니다."
2025-12-03,Official Notice,&#39;로스트아크 #7주년 SNS 공유 이벤트&#39;의 당첨자를 발표합니다!,https://lostark.game.onstove.com/News/Notice/Views/13302,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Physical Merchandise (no in-game items),general_update,,10.0,일반 원칙: 게임 내 이벤트는 단기적입니다. G. 숨겨진 트리거: 이벤트 우승자를 위한 공식 공지이지만 게임 내 아이템은 배포되지 않습니다(실제 상품만 해당).
2025-12-02,Official Notice,12월 3일(수) 정기 점검 안내,https://lostark.game.onstove.com/News/Notice/Views/13300,True,2025-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙: 공격대, 계승 또는 콘텐츠 트리거가 없습니다. G. 숨겨진 트리거: 언급된 보상, 항목 또는 변경 사항이 없는 일상적인 유지 관리에 대한 공식 공지입니다."
2025-11-27,Official Notice,"합병에 따른 개인정보 이전 안내 (시행 2025.12.30, 합병등기일 추가)",https://lostark.game.onstove.com/News/Notice/Views/13299,True,2025-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,없음. 게임 경제에 영향을 미치지 않는 행정 기업 합병 공지.
2025-11-26,Official Notice,&#39;2025 WINTER SHOWCASE&#39; 현장 참가 신청 이벤트의 참가자 및 초청 모험가를 발표합니다!,https://lostark.game.onstove.com/News/Notice/Views/13298,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"없음. 이벤트는 게임 콘텐츠, 아이템, 경제적 요인이 없는 오프라인 쇼케이스 참가자 공지입니다."
2025-11-26,Official Notice,11월 26일(수) 업데이트 내역 안내,https://lostark.game.onstove.com/News/Notice/Views/13297,False,2025-11-26,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,general_update,,9.0,"없음 - 버그 수정, 사소한 UI 변경 및 보석 상자 보상/복구."
2025-11-26,Official Notice,로스트아크 샵 내 일부 상품 판매 중단 사전 안내,https://lostark.game.onstove.com/News/Notice/Views/13296,True,2025-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,점핑 성장(트리시온 패스),economy_shock,,9.0,"General Principles: Shop change (판매 중단). No raid, succession, or supply events triggered."
2025-11-25,Official Notice,11월 26일(수) 정기 점검 안내,https://lostark.game.onstove.com/News/Notice/Views/13294,True,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 업데이트 메커니즘 - 정기 유지 관리. 장비 계승도 없고, 새로운 레이드 콘텐츠도 없고, 경제 충격도 감지되지 않습니다."
2025-11-19,Official Notice,11월 19일(수) 업데이트 내역 안내(내용 수정),https://lostark.game.onstove.com/News/Notice/Views/13292,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"General_Update_Rule - 새로운 공격대 없음, 보상 없음, 경제 충격 없음. 순수한 버그 수정 및 UI 개선."
2025-11-19,Official Notice,11월 19일(수) 신규 상품 및 확률 안내,https://lostark.game.onstove.com/News/Notice/Views/13291,True,2025-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"낙원 스페셜 패키지 (나락/지옥 열쇠, 에브니 큐브 입장권)",economy_shock,,10.0,상점 패키지 출시(economy_shock: 레이드 키와 던전 티켓을 제공하는 새로운 기간 한정 상점 아이템)
2025-11-19,Official Notice,[종료] 11월 19일(수) 마리의 비밀 상점 및 공식 홈페이지 웹 샵 임시 점검 안내,https://lostark.game.onstove.com/News/Notice/Views/13293,True,2025-11-19,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,전설~희귀 카드 팩 IV,economy_shock,,9.0,상점 업데이트(마리의 비밀 상점 아이템 교체); Hidden Trigger: 상점 변경으로 인해 카드팩 공급량이 늘어납니다.
2025-11-18,Official Notice,11월 19일(수) 정기 점검 안내,https://lostark.game.onstove.com/News/Notice/Views/13289,True,2025-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙: 콘텐츠, 레이드, 이벤트, 아이템 변경 없이 정기 점검을 실시합니다."
2025-11-12,Official Notice,"카제로스, The FIRST 1위 달성 기념품 지급 취소에 대한 안내",https://lostark.game.onstove.com/News/Notice/Views/13288,True,2025-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,None - Compensation Cancellation,system_change,,9.0,"HIDDEN_TRIGGER: 보상 취소에 대한 공식 공지입니다. 이는 규정 준수 및 약속된 보상 제거와 관련된 SYSTEM_CHANGE 이벤트입니다. 어떠한 물질적 보상도 제공되지 않습니다. 대신, 비물질적 대안(겨울 쇼케이스 초대)이 제공됩니다."
2025-11-12,Official Notice,11월 12일(수) 업데이트 내역 안내(내용 추가),https://lostark.game.onstove.com/News/Notice/Views/13287,False,2025-11-12,4.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,9.0,3.0,낙원 콘텐츠 상점 이벤트 교환,raid_update,,8.0,"Raid Difficulty & Clear Time Mechanism (Case A: Extreme Difficulty - '나락' is deeper and riskier than '지옥', with probabilistic survival and high-risk layers up to 100). General Principles (New raid content leads to material consumption in early progression)."
2025-11-12,Official Notice,12/10(수) 업데이트 시 일부 시스템 변경사항 사전 안내,https://lostark.game.onstove.com/News/Notice/Views/13286,True,2024-12-10,7.0,2.0,5.0,1.0,6.0,3.0,3.0,1.0,2.0,8.0,System Removal Compensation + Gear Restructuring,system_change,,9.0,시스템 변경(엘릭서/초월 제거) + 장비 성장 개편 + 콘텐츠 제거. 아이템 변환 경로에 따라 보상을 공급합니다.
2025-11-11,Official Notice,11월 12일(수) 정기 점검 안내,https://lostark.game.onstove.com/News/Notice/Views/13284,True,2025-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙: 공격대, 계승, 이벤트 또는 아이템 영향은 언급되지 않습니다. 정기적인 유지보수만 가능합니다."
2025-11-07,Official Notice,11월 7일(금) 신규 상품 및 확률 안내,https://lostark.game.onstove.com/News/Notice/Views/13283,False,2025-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,"아바타, 무기 아바타, 탈것, 펫",economy_shock,,10.0,"상점/패키지 출시(일반 원칙: 게임 내 이벤트는 단기적입니다. 작업 F: 경제_충격). 공격대, 계승, 연마 매트, 보석, 조각, 카드 또는 골드 메커니즘이 트리거되지 않습니다."
2025-11-06,Official Notice,11월 6일(목) 클라이언트 패치 안내,https://lostark.game.onstove.com/News/Notice/Views/13282,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙: 버그 수정/소형 패치. 습격, 계승, 이벤트 또는 공급/수요 트리거가 없습니다."
2025-11-05,Official Notice,11월 5일(수) 신규 상품 및 확률 안내,https://lostark.game.onstove.com/News/Notice/Views/13277,True,2025-11-05,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,영웅의 보너스룸,economy_shock,,10.0,"상점/패키지 출시(경제 충격: 보석, 보조제, 융합 재료, 도약석을 직접 공급하는 새로운 상점 아이템)"
2025-11-05,Official Notice,2025년 11월 7일(금) 로스트아크 7주년 기념 방송 사전 안내,https://lostark.game.onstove.com/News/Notice/Views/13278,True,2025-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,일반 원칙: 발표로 인해 구체적인 경제적 영향은 없습니다. 콘텐츠에 대한 세부정보 없이 스트림을 미리 발표합니다.
2025-11-05,Official Notice,11월 5일(수) 업데이트 내역 안내(내용 수정),https://lostark.game.onstove.com/News/Notice/Views/13279,False,,7.0,2.0,6.0,2.0,3.0,5.0,4.0,1.0,1.0,8.0,Anniversary Event (Time-Limited Shop + PC방 Rewards),economy_shock,,8.0,Economy Shock (Event Package) + General Update. Anniversary event with time-limited shop and PC방 rewards. No new raid content or gear succession trigger. Supply-focused event with cosmetic/convenience items.
2025-11-05,Official Notice,11월 5일(수) 추가 클라이언트 패치 안내,https://lostark.game.onstove.com/News/Notice/Views/13281,False,2025-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙: 버그 수정 패치. 습격, 계승, 이벤트 또는 공급/수요 트리거가 없습니다. HIDDEN TRIGGERS: 보상, 복구 또는 아이템 배포가 없는 공식 공지입니다."
2025-11-05,Official Notice,11월 5일(수) 클라이언트 패치 안내,https://lostark.game.onstove.com/News/Notice/Views/13280,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙: 버그 수정/소형 패치. 습격, 계승, 이벤트 또는 보급품 트리거가 없습니다."
2025-11-04,Official Notice,11월 5일(수) 정기 점검 안내,https://lostark.game.onstove.com/News/Notice/Views/13275,True,2025-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙: 새로운 콘텐츠, 레이드, 이벤트 또는 공급/수요 트리거가 없습니다. 정기적인 유지보수만 가능합니다."
2025-10-30,Official Notice,불량 이용자 조치내역 안내,https://lostark.game.onstove.com/News/Notice/Views/13274,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙 및 숨겨진 트리거(공식 공지: 보상, 복구 또는 아이템 배포에 대한 언급은 없습니다. 순전히 정보 제공용 금지 목록 발표입니다.)"
2025-10-29,Official Notice,10월 29일(수) 업데이트 내역 안내,https://lostark.game.onstove.com/News/Notice/Views/13273,False,2025-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"없음. 버그 수정만 가능하며 새로운 콘텐츠, 후속작, 이벤트 또는 공급/수요 트리거는 없습니다."
2025-10-28,Official Notice,10월 29일(수) 정기 점검 안내,https://lostark.game.onstove.com/News/Notice/Views/13271,True,2025-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙: 콘텐츠, 레이드, 이벤트, 아이템 변경 없이 정기 점검을 실시합니다."
2025-10-23,Official Notice,10월 23일(목) 로스트아크 임시 점검 완료 안내,https://lostark.game.onstove.com/News/Notice/Views/13270,False,2025-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,"일반 원칙: 버그 수정 패치. 습격, 계승, 이벤트 또는 보급품 트리거가 없습니다."
2025-10-22,Official Notice,10월 22일(수) 업데이트 내역 안내 (내용 수정),https://lostark.game.onstove.com/News/Notice/Views/13267,False,2025-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,general_update,,10.0,직접적인 것은 없습니다. 클래스 밸런스 패치 및 개선 사항만 적용됩니다.
